ROWID,State,City,Year,Population,ViolentCrime,MurderAndNonEgligentManslaughter,ForcibleRape,Robbery,AggravatedAssault,PropertyCrime,Burglary,LarcenyTheft,MotorVehicleTheft,Arson,Year_id,City_id,State_id
148409,Indiana,Greenwood,2008,47770,189,0,5,15,169,1831,106,1623,102,10,3,325,16
148410,Indiana,Griffith,2008,16216,39,2,5,13,19,728,119,560,49,1,3,1769,16
148411,Indiana,Hagerstown,2008,1628,1,0,0,0,1,42,17,23,2,0,3,1770,16
148412,Indiana,Hammond,2008,76498,671,13,37,232,389,3921,1020,2399,502,56,3,1771,16
148413,Indiana,Hartford City,2008,6281,10,0,2,3,5,212,63,139,10,0,3,1772,16
148414,Indiana,Highland,2008,22608,36,0,3,20,13,899,108,736,55,0,3,335,16
148415,Indiana,Hobart,2008,28139,75,1,5,24,45,1463,186,1167,110,6,3,1774,16
148416,Indiana,Huntington,2008,16537,30,0,8,2,20,400,63,321,16,5,3,1776,16
148417,Indiana,Indianapolis,2008,808329,9735,114,475,4023,5123,49177,14267,28466,6444,367,3,1777,16
148418,Indiana,Jasper,2008,14039,7,0,0,1,6,182,23,152,7,0,3,145,16
148419,Indiana,Kokomo,2008,45779,217,3,19,59,136,2684,519,2078,87,5,3,1779,16
148420,Indiana,Lafayette,2008,63990,325,3,24,53,245,3000,610,2191,199,16,3,148,16
148421,Indiana,La Porte,2008,21031,47,0,10,17,20,1476,226,1192,58,10,3,1780,16
148422,Indiana,Ligonier,2008,4517,2,0,0,0,2,66,13,46,7,0,3,1781,16
148423,Indiana,Logansport,2008,18626,20,0,7,8,5,904,139,731,34,2,3,1782,16
148424,Indiana,Lowell,2008,8386,3,0,0,1,2,142,14,123,5,0,3,353,16
148425,Indiana,Marion,2008,30127,78,1,14,49,14,1565,326,1115,124,23,3,163,16
148426,Indiana,Martinsville,2008,11717,19,0,2,6,11,928,84,811,33,0,3,1783,16
148427,Indiana,Merrillville,2008,32353,50,4,0,24,22,961,121,733,107,5,3,1784,16
148428,Indiana,Michigan City,2008,31726,123,5,8,64,46,1770,315,1315,140,11,3,1785,16
148429,Indiana,Mishawaka,2008,49756,189,0,16,75,98,3482,500,2776,206,18,3,1786,16
148430,Indiana,Monticello,2008,5245,3,0,0,2,1,202,28,169,5,1,3,365,16
148431,Indiana,Mooresville,2008,11788,10,0,0,4,6,355,41,278,36,0,3,1787,16
148432,Indiana,Muncie,2008,65084,349,0,30,78,241,2627,494,2003,130,43,3,1788,16
148433,Indiana,Munster,2008,22217,7,0,0,6,1,529,56,445,28,0,3,1789,16
148434,Indiana,Nappanee,2008,7164,1,0,0,1,0,195,11,178,6,1,3,1790,16
148435,Indiana,New Albany,2008,36934,125,0,7,39,79,2244,351,1755,138,29,3,1791,16
148436,Indiana,New Castle,2008,18229,18,0,6,11,1,1572,344,1160,68,4,3,1014,16
148437,Indiana,New Haven,2008,13735,13,0,3,5,5,372,72,263,37,0,3,3086,16
148438,Indiana,New Whiteland,2008,5851,13,0,0,0,13,112,8,103,1,0,3,1792,16
148439,Indiana,Noblesville,2008,43333,56,0,18,11,27,986,176,771,39,5,3,1793,16
148440,Indiana,North Liberty,2008,1339,2,0,0,0,2,8,1,6,1,0,3,1794,16
148441,Indiana,North Manchester,2008,5836,17,0,4,3,10,148,23,124,1,0,3,1795,16
148442,Indiana,North Vernon,2008,6294,10,0,0,2,8,269,44,219,6,0,3,1796,16
148443,Indiana,Oakland City,2008,2521,3,0,0,1,2,67,15,51,1,0,3,7129,16
148444,Indiana,Plainfield,2008,26769,63,0,10,7,46,945,95,783,67,1,3,1085,16
148445,Indiana,Plymouth,2008,11126,9,0,5,1,3,456,60,377,19,2,3,1797,16
148446,Indiana,Portage,2008,36887,173,1,6,10,156,1462,248,1148,66,2,3,1798,16
148447,Indiana,Portland,2008,6163,8,1,0,0,7,311,31,275,5,1,3,1087,16
148448,Indiana,Richmond,2008,36738,153,0,16,42,95,1706,433,1088,185,58,3,792,16
148449,Indiana,Rushville,2008,6090,6,0,0,0,6,182,34,144,4,0,3,1800,16
148450,Indiana,Salem,2008,6535,5,0,0,0,5,19,7,12,0,0,3,393,16
148451,Indiana,Schererville,2008,29320,19,0,3,8,8,864,80,729,55,0,3,1801,16
148452,Indiana,Scottsburg,2008,5939,40,0,2,4,34,363,78,279,6,0,3,1802,16
148453,Indiana,Seymour,2008,19269,95,0,4,5,86,1283,132,1076,75,5,3,1091,16
148454,Indiana,South Bend,2008,103561,819,15,73,409,322,6965,2284,4179,502,75,3,1803,16
148455,Indiana,South Whitley,2008,1859,0,0,0,0,0,15,3,12,0,0,3,1804,16
148456,Indiana,Speedway,2008,12527,59,1,2,47,9,584,81,456,47,0,3,1805,16
148457,Indiana,St. John,2008,12871,1,0,0,1,0,128,19,105,4,1,3,1806,16
148458,Indiana,Sullivan,2008,4464,2,0,0,1,1,56,4,49,3,0,3,1807,16
148459,Indiana,Tell City,2008,7518,6,0,1,2,3,190,50,135,5,0,3,1808,16
148460,Indiana,Terre Haute,2008,58860,155,1,21,90,43,4985,1135,3415,435,55,3,1809,16
148461,Indiana,Tipton,2008,5026,8,0,0,5,3,187,32,152,3,1,3,1810,16
148462,Indiana,Valparaiso,2008,30169,103,1,3,3,96,872,130,700,42,2,3,1397,16
148463,Indiana,Vincennes,2008,17863,26,0,3,13,10,1376,261,1037,78,4,3,1811,16
148464,Indiana,Wabash,2008,10764,21,0,5,10,6,215,62,142,11,1,3,1812,16
148465,Indiana,Walkerton,2008,2170,18,0,0,1,17,67,17,47,3,0,3,1813,16
148466,Indiana,Warsaw,2008,13484,12,0,9,3,0,685,92,571,22,12,3,1814,16
148467,Indiana,Waterloo,2008,2176,14,0,0,2,12,87,44,41,2,0,3,1660,16
148468,Indiana,Westfield,2008,21121,20,1,7,2,10,569,76,475,18,8,3,1815,16
148469,Indiana,West Lafayette,2008,31384,65,1,7,5,52,577,125,416,36,0,3,1816,16
148470,Indiana,Westville,2008,4971,3,0,1,1,1,84,14,67,3,0,3,1817,16
148471,Indiana,Whiting,2008,4726,8,0,0,4,4,214,31,172,11,0,3,1818,16
148472,Indiana,Winchester,2008,4573,12,0,2,0,10,267,52,208,7,1,3,1112,16
148473,Indiana,Winona Lake,2008,4255,13,0,2,0,11,54,8,44,2,0,3,1819,16
148474,Kansas,Abilene,2008,6274,14,0,2,0,12,311,41,259,11,5,3,1820,17
148475,Kansas,Andover,2008,10308,12,0,4,0,8,461,52,405,4,0,3,1821,17
148476,Kansas,Anthony,2008,2169,3,0,0,1,2,51,24,25,2,0,3,1822,17
148477,Kansas,Arkansas City,2008,11073,81,0,10,7,64,415,82,313,20,4,3,260,17
148478,Kansas,Arma,2008,1520,8,0,0,0,8,34,11,22,1,3,3,7130,17
148479,Kansas,Atchison,2008,10059,52,0,11,10,31,427,54,352,21,2,3,1823,17
148480,Kansas,Atwood,2008,1071,1,0,0,0,1,8,0,8,0,0,3,1824,17
148481,Kansas,Augusta,2008,8707,28,0,3,2,23,352,52,280,20,2,3,263,17
148482,Kansas,Baldwin City,2008,4307,8,0,2,0,6,80,9,66,5,0,3,1825,17
148483,Kansas,Basehor,2008,3966,4,0,1,0,3,44,5,32,7,1,3,1826,17
148484,Kansas,Baxter Springs,2008,4157,9,0,2,0,7,165,32,123,10,1,3,1827,17
148485,Kansas,Bel Aire,2008,6787,9,0,1,0,8,71,13,55,3,0,3,1828,17
148486,Kansas,Beloit,2008,3603,13,1,1,0,11,53,10,41,2,0,3,1830,17
148487,Kansas,Bonner Springs,2008,7106,36,1,4,1,30,329,67,232,30,9,3,1831,17
148488,Kansas,Bucklin,2008,726,0,0,0,0,0,0,0,0,0,0,3,2917,17
148489,Kansas,Canton,2008,793,1,0,0,0,1,14,7,7,0,1,3,1047,17
148490,Kansas,Chanute,2008,8788,21,0,4,0,17,312,47,247,18,1,3,1832,17
148491,Kansas,Chapman,2008,1290,2,0,0,0,2,15,5,10,0,0,3,1833,17
148492,Kansas,Cherryvale,2008,2248,3,0,0,0,3,60,15,39,6,1,3,7131,17
148493,Kansas,Chetopa,2008,1218,4,0,1,0,3,36,13,23,0,0,3,1834,17
148494,Kansas,Clay Center,2008,4342,20,0,3,0,17,113,38,70,5,0,3,1835,17
148495,Kansas,Clearwater,2008,2354,3,0,0,0,3,27,6,20,1,0,3,1182,17
148496,Kansas,Coffeyville,2008,10266,81,2,8,16,55,520,140,353,27,6,3,1836,17
148497,Kansas,Colby,2008,4754,18,0,5,1,12,116,19,91,6,2,3,1837,17
148498,Kansas,Colony,2008,371,0,0,0,0,0,0,0,0,0,0,3,6784,17
148499,Kansas,Columbus,2008,3202,6,0,3,0,3,79,12,63,4,0,3,1459,17
148500,Kansas,Concordia,2008,5110,16,0,6,2,8,211,40,164,7,5,3,1839,17
148501,Kansas,Council Grove,2008,2244,5,0,0,0,5,31,10,21,0,1,3,6785,17
148502,Kansas,Derby,2008,22578,39,0,4,2,33,644,93,522,29,11,3,1053,17
148503,Kansas,Dodge City,2008,25797,142,3,5,17,117,883,131,696,56,3,3,1840,17
148504,Kansas,Edwardsville,2008,4498,23,0,1,3,19,127,36,79,12,2,3,1841,17
148505,Kansas,El Dorado,2008,12569,89,0,7,3,79,496,120,332,44,4,3,305,17
148506,Kansas,Ellinwood,2008,2036,1,0,0,0,1,21,3,16,2,1,3,6786,17
148507,Kansas,Ellis,2008,1919,1,0,0,0,1,25,4,20,1,0,3,1843,17
148508,Kansas,Ellsworth,2008,2871,4,0,0,0,4,70,15,54,1,0,3,1844,17
148509,Kansas,Elwood,2008,1122,5,0,0,0,5,46,22,21,3,1,3,1759,17
148510,Kansas,Eudora,2008,6339,18,0,1,0,17,125,14,105,6,0,3,1845,17
148511,Kansas,Fairway,2008,3818,1,0,0,1,0,40,10,28,2,0,3,1846,17
148512,Kansas,Fort Scott,2008,7869,47,0,2,5,40,303,70,218,15,2,3,1847,17
148513,Kansas,Fredonia,2008,2404,5,0,0,0,5,64,19,38,7,0,3,433,17
148514,Kansas,Frontenac,2008,3219,4,0,2,0,2,94,32,57,5,1,3,1848,17
148515,Kansas,Galena,2008,3149,7,0,0,0,7,97,17,70,10,0,3,1849,17
148516,Kansas,Garden City,2008,28636,189,1,25,20,143,1116,232,838,46,10,3,1488,17
148517,Kansas,Gardner,2008,17598,49,1,6,4,38,399,83,301,15,7,3,1850,17
148518,Kansas,Garnett,2008,3188,21,0,2,1,18,89,19,64,6,1,3,1851,17
148519,Kansas,Girard,2008,2745,14,0,0,0,14,45,10,33,2,0,3,1852,17
148520,Kansas,Goddard,2008,3967,0,0,0,0,0,86,26,55,5,1,3,1853,17
148521,Kansas,Goodland,2008,4281,9,0,2,0,7,114,33,75,6,0,3,7132,17
148522,Kansas,Grandview Plaza,2008,973,12,0,1,1,10,34,6,27,1,0,3,1854,17
148523,Kansas,Great Bend,2008,15583,87,1,8,1,77,719,110,581,28,12,3,1855,17
148524,Kansas,Halstead,2008,1888,4,0,1,0,3,9,3,6,0,0,3,6787,17
148525,Kansas,Harper,2008,1395,3,0,2,0,1,17,6,10,1,0,3,7133,17
148526,Kansas,Haven,2008,1158,1,0,0,0,1,4,0,4,0,0,3,7134,17
148527,Kansas,Hays,2008,20115,58,0,8,3,47,580,81,481,18,2,3,1856,17
148528,Kansas,Haysville,2008,10390,38,0,9,1,28,308,57,232,19,6,3,1857,17
148529,Kansas,Herington,2008,2404,20,0,2,0,18,55,9,44,2,0,3,1858,17
148530,Kansas,Hesston,2008,3715,4,0,1,0,3,114,40,73,1,0,3,1859,17
148531,Kansas,Hiawatha,2008,3161,13,0,2,0,11,78,10,64,4,3,3,1860,17
148532,Kansas,Hill City,2008,1378,2,0,0,0,2,38,9,28,1,0,3,1861,17
148533,Kansas,Hillsboro,2008,2643,7,0,1,0,6,68,25,39,4,0,3,1862,17
148534,Kansas,Holton,2008,3307,6,0,0,0,6,44,6,36,2,0,3,1863,17
148535,Kansas,Hoxie,2008,1092,1,0,0,0,1,16,10,5,1,0,3,339,17
148536,Kansas,Independence,2008,9210,46,0,3,5,38,439,85,333,21,4,3,1865,17
148537,Kansas,Inman,2008,1187,0,0,0,0,0,17,7,7,3,0,3,1866,17
148538,Kansas,Iola,2008,5788,29,0,3,1,25,336,57,266,13,1,3,1867,17
148539,Kansas,Junction City,2008,20265,169,0,15,19,135,881,171,661,49,6,3,1868,17
148540,Kansas,Kechi,2008,1740,0,0,0,0,0,18,1,15,2,0,3,1870,17
148541,Kansas,Kingman,2008,3014,13,0,1,0,12,43,10,30,3,0,3,442,17
148542,Kansas,La Harpe,2008,641,3,0,0,0,3,1,0,1,0,0,3,7135,17
148543,Kansas,Lansing,2008,10815,33,1,4,4,24,223,58,147,18,1,3,1871,17
148544,Kansas,Larned,2008,3612,10,0,2,0,8,132,37,90,5,0,3,1872,17
148545,Kansas,Lawrence,2008,91089,412,4,40,78,290,4656,801,3656,199,26,3,1873,17
148546,Kansas,Leavenworth,2008,34702,321,2,13,68,238,1243,271,870,102,16,3,1874,17
148547,Kansas,Leawood,2008,31442,15,0,1,4,10,399,51,336,12,2,3,1875,17
148548,Kansas,Lenexa,2008,46392,86,0,11,11,64,1231,182,945,104,12,3,1877,17
148549,Kansas,Liberal,2008,20183,98,0,6,11,81,593,122,437,34,5,3,1878,17
148550,Kansas,Lindsborg,2008,3254,1,0,1,0,0,71,14,57,0,1,3,1879,17
148551,Kansas,Linn Valley,2008,586,3,0,0,0,3,17,6,7,4,0,3,7136,17
148552,Kansas,Louisburg,2008,3959,3,0,0,0,3,36,7,27,2,1,3,1880,17
148553,Kansas,Lyons,2008,3435,6,0,0,0,6,18,8,10,0,0,3,3452,17
148554,Kansas,Maize,2008,2950,6,0,2,0,4,70,20,49,1,0,3,1881,17
148555,Kansas,Marion,2008,1872,9,0,1,0,8,37,11,20,6,0,3,163,17
148556,Kansas,Marysville,2008,3073,5,0,0,0,5,38,7,24,7,1,3,710,17
148557,Kansas,McPherson,2008,13450,26,0,4,1,21,295,42,237,16,5,3,1882,17
148558,Kansas,Merriam,2008,10764,95,1,14,11,69,649,80,545,24,1,3,7137,17
148559,Kansas,Minneapolis,2008,1976,5,0,0,0,5,45,12,32,1,0,3,1883,17
148560,Kansas,Mission,2008,9709,17,0,1,3,13,420,49,302,69,1,3,1884,17
148561,Kansas,Moran,2008,522,0,0,0,0,0,0,0,0,0,0,3,6792,17
148562,Kansas,Moundridge,2008,1625,2,0,0,0,2,10,7,3,0,0,3,6793,17
148563,Kansas,Mulberry,2008,573,1,0,0,0,1,8,0,6,2,0,3,369,17
148564,Kansas,Mulvane,2008,5921,7,0,0,1,6,132,20,111,1,2,3,1886,17
148565,Kansas,Neodesha,2008,2628,6,0,0,0,6,71,13,51,7,2,3,1887,17
148566,Kansas,Newton,2008,18052,96,1,14,14,67,562,112,436,14,10,3,180,17
148567,Kansas,Nickerson,2008,1140,4,0,0,0,4,16,2,14,0,0,3,1888,17
148568,Kansas,Norton,2008,2642,2,0,1,0,1,38,12,22,4,0,3,1890,17
148569,Kansas,Oakley,2008,1835,2,0,0,0,2,50,6,42,2,0,3,745,17
148570,Kansas,Oberlin,2008,1645,2,0,0,0,2,18,9,9,0,0,3,4479,17
148571,Kansas,Osage City,2008,2825,17,0,2,1,14,98,29,64,5,0,3,1891,17
148572,Kansas,Osawatomie,2008,4516,20,1,5,1,13,130,24,100,6,2,3,1892,17
148573,Kansas,Oswego,2008,1977,2,0,0,0,2,20,2,18,0,0,3,1893,17
148574,Kansas,Ottawa,2008,12937,42,0,10,2,30,315,57,245,13,2,3,1894,17
148575,Kansas,Overland Park,2008,171909,305,1,35,60,209,4093,507,3226,360,44,3,1895,17
148576,Kansas,Oxford,2008,1068,1,0,0,0,1,0,0,20,0,0,3,190,17
148577,Kansas,Paola,2008,5409,9,0,1,0,8,155,13,134,8,3,3,1896,17
148578,Kansas,Park City,2008,7781,6,0,0,1,5,219,40,159,20,1,3,1897,17
148579,Kansas,Parsons,2008,11078,90,0,4,4,82,628,142,473,13,9,3,1898,17
148580,Kansas,Peabody,2008,1200,0,0,0,0,0,14,2,11,1,1,3,1899,17
148581,Kansas,Pittsburg,2008,19571,91,1,8,8,74,1229,262,898,69,23,3,772,17
148582,Kansas,Pleasanton,2008,1330,1,0,0,0,1,16,10,6,0,0,3,776,17
148583,Kansas,Prairie Village,2008,21344,34,0,1,8,25,299,86,185,28,8,3,1900,17
148584,Kansas,Pratt,2008,6387,15,1,1,1,12,115,26,85,4,0,3,1901,17
148585,Kansas,Roeland Park,2008,6920,35,0,7,4,24,290,43,240,7,0,3,1902,17
148586,Kansas,Rose Hill,2008,4026,7,0,0,0,7,88,15,70,3,0,3,1903,17
148587,Kansas,Russell,2008,4233,20,0,2,0,18,81,29,44,8,0,3,1904,17
148588,Kansas,Sabetha,2008,2482,3,0,1,0,2,22,5,16,1,0,3,1905,17
148589,Kansas,Salina,2008,46542,178,4,35,24,115,2458,305,2064,89,23,3,1906,17
148590,Kansas,Scott City,2008,3448,14,0,3,1,10,42,9,29,4,0,3,1907,17
148591,Kansas,Seneca,2008,2017,5,0,0,0,5,40,9,29,2,0,3,1909,17
148592,Kansas,Shawnee,2008,61553,94,2,6,14,72,1220,176,896,148,24,3,1910,17
148593,Kansas,South Hutchinson,2008,2542,6,0,0,0,6,82,7,75,0,0,3,1911,17
148594,Kansas,Spring Hill,2008,5427,10,0,2,0,8,113,27,80,6,1,3,1912,17
148595,Kansas,Stafford,2008,1030,4,0,0,0,4,17,7,9,1,0,3,1913,17
148596,Kansas,Sterling,2008,2523,4,0,1,0,3,47,12,33,2,1,3,1030,17
148597,Kansas,St. Marys,2008,2254,4,0,0,0,4,33,15,16,2,0,3,1562,17
148598,Kansas,Stockton,2008,1391,0,0,0,0,0,0,0,0,0,0,3,864,17
148599,Kansas,Tonganoxie,2008,4371,5,0,1,0,4,95,25,65,5,3,3,1914,17
148600,Kansas,Topeka,2008,122554,609,10,35,275,289,7316,1561,5067,688,10,3,1915,17
148601,Kansas,Towanda,2008,1356,1,0,0,0,1,32,7,25,0,0,3,1916,17
148602,Kansas,Ulysses,2008,5590,11,0,0,0,11,74,23,51,0,0,3,1917,17
148603,Kansas,Valley Center,2008,6394,7,0,1,0,6,117,16,94,7,4,3,1918,17
148604,Kansas,Wa Keeney,2008,1676,5,0,0,0,5,21,8,12,1,0,3,1920,17
148605,Kansas,Wakefield,2008,856,0,0,0,0,0,11,4,5,2,0,3,2285,17
148606,Kansas,Wamego,2008,4276,3,0,2,0,1,77,9,66,2,0,3,1921,17
148607,Kansas,Wathena,2008,1286,4,0,0,0,4,31,10,19,2,0,3,1922,17
148608,Kansas,Wellington,2008,7712,33,1,3,1,28,399,78,302,19,6,3,1405,17
148609,Kansas,Wellsville,2008,1746,7,0,2,1,4,52,11,39,2,0,3,1923,17
148610,Kansas,Westwood,2008,1832,5,0,1,0,4,69,14,46,9,0,3,1924,17
148611,Kansas,Wichita,2008,362602,3091,30,278,482,2301,20034,4077,14097,1860,187,3,1925,17
148612,Kansas,Yates Center,2008,1367,0,0,0,0,0,12,6,5,1,0,3,1926,17
148613,Kentucky,Albany,2008,2316,4,0,0,0,4,14,6,8,0,0,3,479,18
148614,Kentucky,Alexandria,2008,8452,20,0,0,2,18,179,24,146,9,0,3,1733,18
148615,Kentucky,Anchorage,2008,3092,1,0,0,1,0,44,10,32,2,0,3,1,18
148616,Kentucky,Auburn,2008,1499,2,0,0,0,2,9,4,5,0,0,3,42,18
148617,Kentucky,Audubon Park,2008,1622,7,0,0,2,5,48,14,27,7,0,3,1928,18
148618,Kentucky,Barbourville,2008,3575,2,0,0,0,2,27,3,19,5,0,3,1929,18
148619,Kentucky,Bardstown,2008,11194,33,0,5,9,19,399,84,300,15,0,3,1930,18
148620,Kentucky,Beattyville,2008,1104,1,0,0,0,1,9,3,5,1,0,3,1931,18
148621,Kentucky,Beaver Dam,2008,3121,0,0,0,0,0,2,0,2,0,0,3,6476,18
148622,Kentucky,Bellevue,2008,5818,3,0,0,2,1,61,6,53,2,0,3,1672,18
148623,Kentucky,Berea,2008,14558,23,0,2,6,15,433,134,285,14,0,3,1934,18
148624,Kentucky,Bowling Green,2008,54865,336,0,47,90,199,2998,569,2313,116,1,3,1166,18
148625,Kentucky,Brandenburg,2008,2168,2,0,0,0,2,71,10,59,2,0,3,6794,18
148626,Kentucky,Burkesville,2008,1685,0,0,0,0,0,2,2,0,0,0,3,7138,18
148627,Kentucky,Burnside,2008,689,0,0,0,0,0,21,7,12,2,0,3,1935,18
148628,Kentucky,Cadiz,2008,2626,15,0,0,1,14,78,17,59,2,0,3,1936,18
148629,Kentucky,Calhoun,2008,790,0,0,0,0,0,2,0,2,0,0,3,1447,18
148630,Kentucky,Campbellsville,2008,11009,39,1,4,12,22,363,93,248,22,0,3,1937,18
148631,Kentucky,Carlisle,2008,2101,1,0,0,0,1,21,3,16,2,0,3,283,18
148632,Kentucky,Carrollton,2008,3893,7,1,1,1,4,110,36,68,6,3,3,61,18
148633,Kentucky,Catlettsburg,2008,1954,12,0,1,1,10,146,28,106,12,0,3,6796,18
148634,Kentucky,Cave City,2008,2006,7,0,1,1,5,92,22,66,4,0,3,284,18
148635,Kentucky,Central City,2008,5715,9,0,1,3,5,34,6,25,3,0,3,944,18
148636,Kentucky,Clarkson,2008,836,1,0,0,0,1,7,3,3,1,0,3,7139,18
148637,Kentucky,Clay City,2008,1362,3,0,1,1,1,49,18,30,1,0,3,1938,18
148638,Kentucky,Clinton,2008,1321,0,0,0,0,0,5,2,3,0,0,3,291,18
148639,Kentucky,Cloverport,2008,1234,0,0,0,0,0,3,2,1,0,0,3,7140,18
148640,Kentucky,Cold Spring,2008,6003,9,0,2,1,6,199,15,182,2,0,3,1939,18
148641,Kentucky,Columbia,2008,4247,7,0,2,0,5,31,10,21,0,0,3,1940,18
148642,Kentucky,Corbin,2008,8394,21,0,5,6,10,358,83,264,11,0,3,1941,18
148643,Kentucky,Covington,2008,43018,457,1,44,215,197,2450,678,1561,211,0,3,1463,18
148644,Kentucky,Cumberland,2008,2265,2,0,0,0,2,16,10,4,2,0,3,2324,18
148645,Kentucky,Cynthiana,2008,6264,24,1,1,7,15,356,86,259,11,0,3,1943,18
148646,Kentucky,Danville,2008,15437,42,0,4,10,28,555,122,409,24,0,3,296,18
148647,Kentucky,Dawson Springs,2008,2900,3,0,0,0,3,65,31,33,1,0,3,1944,18
148648,Kentucky,Dayton,2008,5420,21,0,0,6,15,124,24,90,10,0,3,2764,18
148649,Kentucky,Earlington,2008,1566,0,0,0,0,0,2,0,2,0,0,3,1945,18
148650,Kentucky,Edgewood,2008,8831,11,0,0,2,9,130,18,108,4,0,3,1211,18
148651,Kentucky,Edmonton,2008,1642,0,0,0,0,0,16,6,10,0,0,3,1946,18
148652,Kentucky,Elizabethtown,2008,23926,80,1,9,25,45,1091,192,863,36,0,3,1947,18
148653,Kentucky,Elkhorn City,2008,1003,0,0,0,0,0,8,0,8,0,0,3,7141,18
148654,Kentucky,Elkton,2008,1959,1,0,0,1,0,23,7,16,0,0,3,1948,18
148655,Kentucky,Elsmere,2008,7860,19,0,1,12,6,109,21,74,14,0,3,1126,18
148656,Kentucky,Eminence,2008,2216,5,1,0,2,2,34,7,23,4,0,3,1949,18
148657,Kentucky,Erlanger,2008,17164,28,0,4,10,14,553,129,395,29,0,3,1950,18
148658,Kentucky,Evarts,2008,1034,8,0,0,1,7,34,12,22,0,0,3,1951,18
148659,Kentucky,Falmouth,2008,2077,2,0,1,0,1,79,29,47,3,0,3,1952,18
148660,Kentucky,Flatwoods,2008,7621,11,0,1,5,5,132,55,71,6,0,3,1953,18
148661,Kentucky,Fleming-Neon,2008,787,0,0,0,0,0,11,4,7,0,0,3,1954,18
148662,Kentucky,Flemingsburg,2008,2683,4,0,0,1,3,51,15,36,0,0,3,1955,18
148663,Kentucky,Fort Mitchell,2008,7493,15,0,2,7,6,256,43,197,16,0,3,6798,18
148664,Kentucky,Fort Thomas,2008,15157,13,0,4,4,5,235,48,175,12,0,3,1956,18
148665,Kentucky,Fort Wright,2008,5411,14,0,1,9,4,420,43,364,13,0,3,1957,18
148666,Kentucky,Frankfort,2008,27014,90,0,12,36,42,1091,247,793,51,0,3,2542,18
148667,Kentucky,Franklin,2008,8007,32,1,2,19,10,325,72,235,18,0,3,1487,18
148668,Kentucky,Fulton,2008,2374,11,0,1,1,9,121,26,91,4,0,3,1958,18
148669,Kentucky,Glasgow,2008,14343,32,0,11,4,17,491,108,371,12,0,3,1959,18
148670,Kentucky,Graymoor-Devondale,2008,3110,0,0,0,0,0,61,10,46,5,0,3,1960,18
148671,Kentucky,Grayson,2008,4004,7,0,2,2,3,149,47,91,11,0,3,6799,18
148672,Kentucky,Greensburg,2008,2394,0,0,0,0,0,2,1,1,0,0,3,1768,18
148673,Kentucky,Greenville,2008,4235,0,0,0,0,0,11,6,5,0,0,3,122,18
148674,Kentucky,Guthrie,2008,1435,2,0,1,1,0,10,5,2,3,0,3,1961,18
148675,Kentucky,Hardinsburg,2008,2442,1,0,0,0,1,2,0,0,2,0,3,1962,18
148676,Kentucky,Harlan,2008,1858,7,0,0,3,4,79,13,62,4,0,3,1963,18
148677,Kentucky,Harrodsburg,2008,8169,20,0,4,7,9,208,61,132,15,0,3,1964,18
148678,Kentucky,Hartford,2008,2650,1,0,0,0,1,22,10,11,1,0,3,131,18
148679,Kentucky,Hawesville,2008,979,0,0,0,0,0,2,1,1,0,0,3,1965,18
148680,Kentucky,Hazard,2008,4781,22,0,5,13,4,213,32,174,7,0,3,1966,18
148681,Kentucky,Heritage Creek,2008,1676,0,0,0,0,0,16,4,11,1,0,3,1967,18
148682,Kentucky,Hickman,2008,2191,2,0,0,0,2,48,19,26,3,0,3,1968,18
148683,Kentucky,Hillview,2008,7558,17,0,2,5,10,177,45,120,12,0,3,1969,18
148684,Kentucky,Hodgenville,2008,2765,3,0,1,0,2,11,4,4,3,0,3,1970,18
148685,Kentucky,Hopkinsville,2008,31823,187,0,14,65,108,1657,438,1135,84,0,3,6800,18
148686,Kentucky,Horse Cave,2008,2319,1,0,0,1,0,14,3,11,0,0,3,1971,18
148687,Kentucky,Independence,2008,22106,20,2,3,3,12,417,104,284,29,0,3,1865,18
148688,Kentucky,Indian Hills,2008,3343,0,0,0,0,0,39,15,24,0,0,3,1972,18
148689,Kentucky,Irvine,2008,2659,1,0,0,1,0,82,25,55,2,0,3,659,18
148690,Kentucky,Irvington,2008,1415,0,0,0,0,0,12,3,8,1,0,3,1974,18
148691,Kentucky,Jackson,2008,2354,3,0,0,2,1,67,18,46,3,0,3,662,18
148692,Kentucky,Jamestown,2008,1741,4,0,0,0,4,61,18,43,0,0,3,1975,18
148693,Kentucky,Jeffersontown,2008,26112,65,0,7,37,21,616,141,403,72,0,3,1976,18
148694,Kentucky,Jenkins,2008,2239,3,0,1,1,1,26,10,14,2,0,3,1977,18
148695,Kentucky,Junction City,2008,2197,2,0,0,1,1,9,2,6,1,0,3,1868,18
148696,Kentucky,La Grange,2008,6355,10,0,1,6,3,197,59,129,9,0,3,1978,18
148697,Kentucky,Lakeside Park-Crestview Hills,2008,6355,1,0,0,0,1,154,10,142,2,0,3,1979,18
148698,Kentucky,Lancaster,2008,4473,4,0,1,1,2,73,18,55,0,0,3,681,18
148699,Kentucky,Lawrenceburg,2008,10024,13,0,3,1,9,111,25,79,7,0,3,1980,18
148700,Kentucky,Lebanon,2008,5949,31,0,5,10,16,229,57,160,12,0,3,1981,18
148701,Kentucky,Lebanon Junction,2008,2014,3,0,0,1,2,20,12,5,3,0,3,1982,18
148702,Kentucky,Leitchfield,2008,6539,5,0,2,3,0,128,23,102,3,0,3,1983,18
